node_id,label,tipo,pais
245,fundacion amanecer,otros,colombia
292,asoagroteguaneque,gremios,colombia
4320,secretaria distrital de ambiente,entidad publica del orden territorial,colombia
302,mavalle,entidad privada,colombia
308,consejo comunitario de guapi abajo,gremios,colombia
312,diligent energy systems b.v.,entidad privada,paises bajos
4321,secretaria de desarrollo agropecuario de risaralda,entidad publica del orden territorial,colombia
319,cooperativa agropecuaria de paniquita ltda,gremios,colombia
331,colamar sat,entidad privada,colombia
340,limonar s.a,entidad privada,colombia
342,corporacion centro provincial del norte del departamento del tolima valle del magdalena,entidad publica del orden territorial,colombia
351,asociacion de ganaderos del valle de ubate,gremios,colombia
362,agro s.a.,entidad privada,colombia
364,comite de ganaderos del meta,gremios,colombia
367,hacienda santa ana s.a.,entidad privada,colombia
368,argovia ltda,entidad privada,colombia
375,cooperativa agropecuaria de produccion y comercializacion vivas asociados,entidad privada,colombia
384,empresa comunitaria agricola ganagro el tablazo,entidad privada,colombia
4323,secretaria de agricultura de boyaca,entidad publica del orden territorial,colombia
390,cooperativa multiactiva de productores paneleros de supia coimpas,gremios,colombia
393,camacho vanegas hermanos ltda.,entidad privada,colombia
395,asociacion de paneleros del municipio de linares matecana,gremios,colombia
396,asociacion municipal de productores de panela de pueblo rico,gremios,colombia
405,inversiones rankin bolivar & cia s. c. s.,entidad privada,colombia
407,j.m. estrada s.a.,entidad privada,colombia
411,metalagro ltda.,entidad privada,colombia
412,asociacion de paneleros de quinchia,gremios,colombia
415,algodones del huila ltda,entidad privada,colombia
436,corporacion para el desarrollo de las microempresas,otros,colombia
437,camara de comercio de la guajira,entidad publica del orden territorial,colombia
438,inversiones torres s en cs,entidad privada,colombia
442,leonardo buitrago,entidad privada,colombia
4325,ovidio gaona,entidad privada,colombia
4326,ramiro martinez,entidad privada,colombia
443,pablo emilio ruge,entidad privada,colombia
445,musaceas del quindio,entidad privada,colombia
448,industrias del campo i. d. c. s. a.,entidad privada,colombia
455,centro de investigacion cientifica caucaseco,universidades,colombia
462,fundacion greystar de colombia,otros,colombia
464,manantial dulce l.t.d.a,entidad privada,colombia
466,c.i. muisca fruit trading l.t.d.a,entidad privada,colombia
470,asociacion de maracuyeros del departamento del huila,gremios,colombia
477,comercializadora internacional industrial y agricola de cordoba s.a.,entidad privada,colombia
486,asociacion de cacaoteros del municipio de garzon,gremios,colombia
492,reforestadora de la costa s.a.,entidad privada,colombia
495,frutioriente sat,entidad privada,colombia
498,passiflora colombiana s.a.,entidad privada,colombia
502,inverca de colombia,entidad privada,colombia
505,"agdia, incorporated (ee uu)",entidad privada,estados unidos
507,corporacion para el desarrollo forestal de la orinoquia,otros,colombia
515,bosques de la primavera,entidad privada,colombia
516,inversiones mar ltda,entidad privada,colombia
525,moras de oriente,entidad privada,colombia
530,fundacion cerrejon,otros,colombia
537,bioalcoholes del zulia ltda,entidad privada,colombia
609,hupecol operating co. llc,entidad privada,colombia
613,parque tecnologico de antioquia,entidad privada,colombia
639,acueducto y riego ltda,entidad privada,colombia
659,petrominerales colombia ltd,entidad publica del orden territorial,colombia
4332,secretaria distrital de desarrollo economico,entidad publica del orden territorial,colombia
4333,fondo de desarrollo local de chapinero,entidad publica del orden territorial,colombia
671,fiduciaria bogota,entidad privada,colombia
4348,proagrollanos,entidad privada,colombia
4356,agropecuaria mesal ltda,entidad privada,colombia
2946,corporacion grupo de asesorias e investigaciones ambientales corporacion gaia,otros,colombia
836,unidades tecnologicas de santander,universidades,colombia
792,"university of nebraska, usa",universidades,estados unidos
701,corporacion universitaria minuto de dios,universidades,colombia
4074,instituto de biotecnologia de plantas universidad central marta abreu cuba,entidad publica del orden nacional,cuba
4189,udelar universidad de la republica,universidades,uruguay
4211,vrije universiteit brussel universidad libre de bruselas,universidades,belgica
4606,universidad de aberystwyth,universidades,reino unido
5482,instituto internacional de coservacion y manejo de vida silvestre,organismo internacional,costa rica
5483,valrhona,organismo internacional,francia
5484,"ministerio de ciencia, tecnologia e innovacion (argentina)",organismo internacional,argentina
5485,universidad santo tomas bucaramanga,universidades,colombia
5486,bioline agrosciences africa,organismo internacional,kenia
5487,"alpha scents, inc.",organismo internacional,estados unidos
5488,world cocoa foundation,organismo internacional,estados unidos
5489,universidad catolica de valencia,universidades,espana
5490,university of helsinki,universidades,finlandia
5491,university of catania,universidades,italia
5492,instituto superior de agronomia,universidades,portugal
5493,laboratorio nacional de computacao cientifica,organismo internacional,brasil
5494,centro latino-americano de biotecnologia,organismo internacional,brasil
5495,universidad nacional de misiones,universidades,argentina
5496,fiocruz bahia,organismo internacional,brasil
5497,universidad catolica de salvador,universidades,brasil
5498,centre national de la recherche scientifique,organismo internacional,francia
5499,university of gothenburg,universidades,suecia
5500,adama,organismo internacional,china
5501,orius biotech,organismo internacional,colombia
5502,international animal health products,organismo internacional,australia
5503,universidad de camaguey ignacio agramonte loynaz,universidades,cuba
5504,university of calcutta,universidades,india
5505,banaras hindu university,universidades,india
5506,international federation of library associations and institutions,organismo internacional,paises bajos
5507,east west university,universidades,banglades
5508,centro helmholtz munich,organismo internacional,alemania
5509,cocoa horizons,organismo internacional,suiza
5510,esri colombia,entidad privada,colombia
5511,gachon university,universidades,corea del sur
5512,universidad nacional de rio cuarto,universidades,argentina
5513,planta piloto de procesos industriales microbiologicos,organismo internacional,argentina
5514,instituto de investigaciones cientificas y servicios de alta tecnologia de panama,organismo internacional,panama
5515,international plant nutrition institute,organismo internacional,canada
5516,"ministerio de agricultura, ganaderia y alimentacion",organismo internacional,guatemala
5517,monomeros colombo venezolanos s.a.,entidad privada,colombia
5518,agropecuaria popoyan s.a.,organismo internacional,guatemala
5519,beijing forestry university,universidades,china
5520,flemish institute for technological research,organismo internacional,belgica
5521,national taiwan university,universidades,china
5522,council of scientific and industrial research-indian institute of petroleum,organismo internacional,india
5523,universidad de santiago de compostela,universidades,espana
5524,austrian centre of industrial biotechnology,organismo internacional,austria
5525,university of toulouse,universidades,francia
5526,fundacion para la investigacion agricola danac,organismo internacional,venezuela
5527,centro publico de investigacion del sistema conahcyt,organismo internacional,mexico
5528,instituto de hidrologia de llanuras,organismo internacional,argentina
5529,universidad nacional de entre rios,universidades,argentina
5530,universidad catolica de temuco,universidades,chile
5531,universidad veracruzana,universidades,mexico
5532,red colombiana de energia de la biomasa,entidad privada,colombia
5533,the international cooperation and development fund,organismo internacional,china
5534,pontificia universidade catolica do rio de janeiro,universidades,brasil
5535,"secretario de agricultura, ganaderia y pesca de argentina",organismo internacional,argentina
5536,canadian museum of nature,organismo internacional,canada
5537,universidade federal do abc,universidades,brasil
5538,the navigator company,organismo internacional,portugal
5539,diagnosisanimal.es,organismo internacional,espana
5540,anfaco,organismo internacional,espana
5541,elmubas petfoodgroup,organismo internacional,espana
5542,colegio de la frontera sur,organismo internacional,mexico
5543,university of horticultural sciences bagalkot,universidades,india
5544,ministry of agriculture botswana,organismo internacional,botsuana
5545,"institute of field and vegetable crop, novi sad",organismo internacional,serbia
5546,national institute of agriculture sciences,organismo internacional,corea del sur
5547,centro nacional de tecnologia agropecuaria y forestal,organismo internacional,el salvador
5548,corporacion autonoma regional del guavio,entidad publica del orden nacional,colombia
5549,semillas fito,organismo internacional,espana
5550,groupe d'etude et de controle des varietes et des semences,organismo internacional,francia
5551,agricultural genetic engineering research institute,organismo internacional,egipto
5552,national institute for agricultural research,organismo internacional,marruecos
2394,alcaldia de san jeronimo,entidad publica del orden territorial,colombia
5553,fairchild tropical botanical garden,organismo internacional,estados unidos
5554,universidad de el salvador,universidades,el salvador
5555,universidad nacional autonoma de honduras,universidades,honduras
5556,secretaria tecnica nacional ambiental,organismo internacional,costa rica
5557,tsi incorporated,organismo internacional,estados unidos
5558,politecnico de viseu,universidades,portugal
5559,secretaria de agricultura y ganaderia de honduras,organismo internacional,honduras
5560,femexpalma,organismo internacional,mexico
5561,centro de ciencia y tecnologia forestal de cataluna,organismo internacional,espana
5562,programa de las naciones unidas para el medio ambiente,organismo internacional,kenia
5563,environmental resources management,organismo internacional,reino unido
4632,universidad de minnesota,universidades,estados unidos
5564,university of the sunshine coast,universidades,australia
5565,universidad nacional de general sarmiento,universidades,argentina
5566,"instituto madrileno de investigacion y desarrollo rural, agrario y alimentario",organismo internacional,espana
5567,universitat jena,universidades,alemania
5568,universidade do estado do rio de janeiro,universidades,brasil
5569,"instituto andaluz de investigacion y formacion agraria, pesquera, alimentaria y de la produccion ecologica",organismo internacional,espana
5570,fundacion patino,organismo internacional,bolivia
5571,gobierno autonomo municipal de porongo,organismo internacional,bolivia
5572,fundacion valles,organismo internacional,bolivia
5573,sotrafa,organismo internacional,espana
5574,universidad tecnica nacional,universidades,costa rica
5575,ministerio de economia y finanzas de panama,organismo internacional,panama
5576,ministerio de la presidencia de panama,organismo internacional,panama
5577,cofinacocoa,organismo internacional,ecuador
5578,latino americana de alimentos ecuador s.a.,organismo internacional,ecuador
5579,pgg wrightson seeds,organismo internacional,nueva zelanda
5580,international centre for genetic engineering and biotechnology,organismo internacional,italia
5581,deliflor americas,entidad privada,colombia
1063,instituto nacional de pesquisas espaciais inpe brasil,universidades,brasil
5582,universite de lausanne,universidades,suiza
5583,estacion experimental del zaidin,organismo internacional,espana
5584,andermatt biocontrol suisse,organismo internacional,suiza
5585,universidad de guanajuato,universidades,mexico
5586,hokkaido university,universidades,japon
5587,universidad autonoma san luis potosi,universidades,mexico
5588,stony brook university,universidades,estados unidos
5589,universidade de passo fundo,universidades,brasil
5590,swisscontact,organismo internacional,suiza
5591,asociacion de productores exportadores de aguacates de jalisco a.c.,organismo internacional,mexico
5592,pacific fruits,entidad privada,colombia
5593,universidad de guadalajara,universidades,mexico
5594,wintersteiger,organismo internacional,austria
5595,tanis milling technologies,organismo internacional,turquia
5596,asia and pacific seed association,organismo internacional,tailandia
5597,seed association of the americas,organismo internacional,uruguay
5598,the university of newcastle,universidades,australia
5599,embajada de colombia en china,entidad publica del orden nacional,colombia
5600,qinghai university,universidades,china
1040,instituto dominicano de investigaciones agropecuarias y forestales idiaf republica dominicana,universidades,republica dominicana
4518,centre for agriculture and bioscience international cabi,organismo internacional,reino unido
4573,universidad de toronto,universidades,canada
2721,srrc - southern regional researche center,universidades,estados unidos
1080,national aeronautics and space administration nasa,universidades,estados unidos
4490,council for research in agriculture and economical analisys crea dc,organismo internacional,italia
779,"oregon state university, usa",universidades,estados unidos
1115,semillas valle s.a.,entidad privada,colombia
1969,safer agrobiologicos ltda - safer,entidad privada,colombia
1940,productos biologicos perkins ltda - perkins ltda,entidad privada,colombia
804,instituto james hutton,universidades,reino unido
802,instituto vasco de investigacion y desarrollo agrario neiker espana,universidades,espana
4651,universidad autonoma de chiapas,universidades,mexico
4860,universidad nacional de la plata,universidades,argentina
4865,universidad nacional de tucuman,universidades,argentina
4147,sccs sociedad colombiana de la ciencia del suelo,gremios,colombia
2696,university of california-davis,universidades,estados unidos
1679,fundacion colombiana agro ambiental-fca,otros,colombia
2674,universite toulouse iii paul sabatier,universidades,francia
3769,universidad de cuenca ecuador,universidades,ecuador
1128,universidade federal do parana,universidades,brasil
4692,universidade federal de goias,universidades,brasil
4591,instituto politecnico y universidad estatal de virginia,universidades,estados unidos
2675,universitat de barcelona,universidades,espana
4418,universidad de cordoba press ucopress,organismo internacional,espana
981,corporacion autonoma regional del cauca crc,entidad publica del orden territorial,colombia
4516,consultative group for international agricultural research cgiar,organismo internacional,francia
1068,instituto nicaraguense de tecnologia agropecuaria inta nicaragua,universidades,nicaragua
1071,instituto paraguayo de tecnologia agropecuaria ipta paraguay,universidades,paraguay
4583,universidad de neuchatel,universidades,suiza
4634,universidad de nottingham,universidades,reino unido
4504,international seed testing association ista,organismo internacional,suiza
1772,fundacion para el desarrollo comunitario del sur-fundecosur,otros,colombia
3759,universidad tecnica del norte ecuador,universidades,ecuador
3930,contraloria general de la republica,entidad publica del orden nacional,colombia
1070,invesa s.a.,entidad privada,colombia
3702,corporacion corpogen,universidades,colombia
4847,pontificia universidad catolica del peru,universidades,peru
2786,corporacion internacional para el desarrollo educativo cide,universidades,colombia
4544,universidad mayor de san simon,universidades,bolivia
4850,universidad estatal a distancia,universidades,costa rica
4052,instituto de mercadeo agropecuario idema,fondo parafiscal,colombia
4675,european foundation for plant pathology,organismo internacional,paises bajos
684,ministerio de salud y proteccion social,entidad publica del orden nacional,colombia
3385,arysta life science,entidad privada,colombia
3840,universidad de caldas universidad del quindio,universidades,colombia
4412,cambridge university press cup,organismo internacional,reino unido
3229,eurosemillas s.a.,entidad privada,colombia
839,asociacion colombiana de semillas y biotecnologia-acosemillas,gremios,colombia
4625,universidad de guelph,universidades,canada
4399,sociedad colombiana de control de malezas y fisiologia vegetal comalfi,gremios,colombia
4650,"international organisation for biological and integrated control
west palaearctic regional section",organismo internacional,francia
7,ica cundinamarca,entidad publica del orden nacional,colombia
2963,sag - sociedad de agricultores y ganaderos del cauca,entidad privada,colombia
4095,massey university palmerston north new zealand,universidades,nueva zelanda
4844,universidad del oeste de sao paulo,universidades,brasil
4459,john wiley and sons inc,organismo internacional,estados unidos
3781,universidad tecnica de oruro,universidades,bolivia
1062,instituto de investigaciones de sanidad vegetal inisav,universidades,cuba
4854,universidad de la rioja,universidades,espana
2669,"ull - universidad de la laguna, espana",universidades,espana
607,universidad de santander sede bogota,universidades,colombia
4411,universidade do estado de santa catarina udesc,universidades,brasil
2660,"centro de desarrollo de productos bioticos del instituto politecnico nacional, ipn mexico ceprobi",universidades,mexico
4580,universidad de puerto rico,universidades,estados unidos
3724,universidad nacional daniel alcides carrion,universidades,peru
4616,universidad de clemson,universidades,estados unidos
4688,universidad de colima,universidades,mexico
4567,universidad estatal de mississippi,universidades,estados unidos
4108,state north carolina state university,universidades,estados unidos
635,instituto amazonico de investigaciones cientificas sede bogota sinchi,universidades,colombia
4204,universidade federal do amazonas,universidades,colombia
2681,universidade estadual de maringa,universidades,brasil
3776,universidad tecnica de machala,universidades,ecuador
2689,instituto colombiano de normas tecnicas icontec,entidad publica del orden nacional,colombia
4414,universidade estadual de londrina,universidades,brasil
1034,asociacion de heveicultores de antioquia y cordoba,entidad privada,colombia
4080,instituto tecnologico y de estudios superiores de monterrey,universidades,mexico
4855,"universidad de cordoba, espana",universidades,espana
2707,sgs,entidad privada,suiza
3732,universidad nacional mayor de san marcos,universidades,peru
4416,universidade estadual de feira de santana,universidades,brasil
1181,asociacion de cooperativas i organizaciones de tierralta y valencia activa g10  -activa g 10,gremios,colombia
38,gottfried wilhelm leibniz universitat hannover luh alemania,universidades,alemania
4623,universidad de giessen,universidades,alemania
2730,korea university,universidades,corea del sur
4507,medwave estudios limitada,organismo internacional,chile
4677,the institution of chemical engineers (icheme),organismo internacional,reino unido
2733,international center for agricultural research in the dry areas icarda,universidades,libano
2691,ministerio de comercio industria y turismo,entidad publica del orden nacional,colombia
5,departamento de nacional de planeacion dnp,entidad publica del orden nacional,colombia
2931,universidad metropolitana,universidades,colombia
1744,fundacion siembra,otros,colombia
4392,asistencia tecnica snia,otros,colombia
2914,unidad central del valle del cauca,universidades,colombia
4837,sociedad mexicana de fitogenetica,organismo internacional,mexico
1019,fundacion social de c.i. uniban s.a-fundauniban,otros,colombia
4588,universidad autonoma del estado de mexico,universidades,mexico
1852,asociacion de ingenieros agronomos de uraba-inagru,gremios,colombia
3757,escuela superior politecnica de chimborazo,universidades,ecuador
3406,basf quimica colombiana s.a,entidad privada,colombia
2763,colegio mayor de antioquia,universidades,colombia
1294,asociacion de egresados de la facultad de ciencias agrarias de la universidad de antioquia aseagrarias udea,gremios,colombia
752,universidad tecnologica del choco diego luis cordoba,universidades,colombia
2720,the university of utah,universidades,estados unidos
3997,fondo de promocion de exportaciones procolombia,entidad publica del orden nacional,colombia
4558,universidade federal do ceara,universidades,brasil
2702,delft university of technology,universidades,paises bajos
3139,asociacion bionet,gremios,colombia
4579,universidad de tokio,universidades,japon
3744,grupo yanapai,gremios,peru
4105,colegio de postgraduados en ciencias agricolas mexico,organismo internacional,mexico
928,"centro nacional de investigaciones para la agroindustrializacion de especies vegetales, aromaticas, medicinales tropicales cenivam",universidades,colombia
749,universidad santo tomas de aquino sede bogota,universidades,colombia
2903,instituto tecnico nacional de comercio simon rodriguez,universidades,colombia
720,instituto de ciencia y tecnologia alimentaria-fundacion intal,universidades,colombia
4815,royal society,organismo internacional,reino unido
4407,universidad nacional de trujillo,universidades,peru
835,georg august universitat gottingen,universidades,alemania
4622,universidad de gales,universidades,reino unido
797,biotechnology institute-bti,universidades,espana
4849,universidad nacional de la pampa,universidades,argentina
