node_id,label,tipo,pais
533,instituto educativo jose maria obando. el rosal,universidades,colombia
534,instituto educativo juan xxiii,universidades,colombia
535,instituto educativo policarpa salavarrieta,universidades,colombia
536,instituto educativo tecnico agropecuario san ramon,universidades,colombia
538,centro de investigacion en alimentacion y desarrollo ciad,universidades,mexico
539,universidad del sinu,universidades,colombia
540,alcaldia de la paz,entidad publica del orden territorial,colombia
541,epsagro del cesar,entidad publica del orden territorial,colombia
542,universidad nacional agraria la molina,universidades,peru
543,universidad de almeria,universidades,espana
544,ethanol consortium board-ecb,universidades,colombia
545,alcaldia de agustin codazzi,entidad publica del orden territorial,colombia
546,alcaldia de san diego,entidad publica del orden territorial,colombia
547,comitato internazionale per lo sviluppo dei popoli-cisp,organismo internacional,italia
548,la corporacion vallenpaz,entidad privada,colombia
554,centro internacional de biotecnologia reproductiva cibre,universidades,colombia
556,agencia para el desarrollo economico de la provincia del oriente antioqueno adeproa,otros,colombia
4328,sociedad agraria de transformacion cosechar sat,entidad privada,colombia
557,gobernacion del quindio,entidad publica del orden territorial,colombia
558,fundacion cica,otros,venezuela
559,la compania comercializadora ganadera s.a.,entidad privada,colombia
561,congregacion hijas de nuestra senora de la eucaristia mision madre leticia,otros,colombia
480,almidones de sucre,entidad privada,colombia
563,corporacion de integracion tecnologica para colombia corintec,universidades,colombia
4329,fundacion horizonte,entidad privada,colombia
566,instituto tolimense de formacion tecnica profesional,universidades,colombia
567,federacion nacional de vivienda popular fenavip,gremios,colombia
569,jadin botanico jose celestino mutis,universidades,colombia
572,produmedios,entidad privada,colombia
573,institucion universitaria tecnologico de antioquia,universidades,colombia
574,comercializadora internacional de cacao,entidad privada,colombia
575,instituto para la reconversion productiva y la agricultura tropical irpat,universidades,mexico
576,distraves s.a.,entidad privada,colombia
577,crops & seeds s.a.,entidad privada,colombia
578,asociacion de cultivadores de palma de aceite en el putumayo-asopalmayo,gremios,colombia
579,indio hatuey estacion esperimental de pastos y forrajes,entidad privada,cuba
581,agencia brasilena de cooperacion abc,organismo internacional,brasil
645,gobernacion de boyaca,entidad publica del orden territorial,colombia
584,comite de ganaderos del tolima cgt,gremios,colombia
585,sociedad alcoholes de colombia-alcol s.a.,entidad privada,colombia
586,grandes superficies de colombia s.a.,entidad privada,colombia
587,corporacion autonoma regional de la guajira,entidad publica del orden territorial,colombia
588,universidad santiago de cali,universidades,colombia
589,centro colombiano de fertilidad y esterilidad,universidades,colombia
590,asociacion colombiana de pensionados de inravision acopevision,gremios,colombia
591,parque nacional de la cultura agropecuaria-panaca s.a.,entidad privada,colombia
592,federacion nacional de productores de caucho natural fedecaucho,gremios,colombia
593,"asociacion de bananeros de colombia, medellin augura",gremios,colombia
599,instituto de ciencia animal de la habana,universidades,cuba
600,corveica,entidad privada,colombia
602,fondo ganadero del cesar,gremios,colombia
603,ips dusakawi,gremios,colombia
604,fiduciaria de occidente s.a,entidad privada,colombia
605,camara de seguridad alimentaria biocombustibles y cambio climatico,entidad privada,colombia
608,sociedad colombiana de entomologia socolen,entidad publica del orden nacional,colombia
212,universidad nacional de colombia sede palmira,universidades,colombia
610,"alcaldia de san carlos, cordoba",entidad publica del orden territorial,colombia
611,compania de empaques s. a,entidad privada,colombia
612,la asociacion de pequenos productores del paraiso-asoparaiso,gremios,colombia
2794,corporacion tecnologica de bogota,universidades,colombia
4330,instituto geofisico de la universidad javeriana,entidad privada,colombia
622,instituto para el desarrollo de antioquia idea,otros,colombia
623,alcaldia de envigado,entidad publica del orden territorial,colombia
624,prophyta,entidad privada,alemania
626,esmo cia ltda,entidad privada,colombia
4331,el mundo del campo producciones,entidad privada,colombia
628,infolink ltda,entidad privada,colombia
629,grupo latino editores,entidad privada,colombia
630,semillas de papalotla,entidad privada,mexico
632,fundacion para la educacion superior y el desarrollo-fedesarrollo,otros,colombia
633,fundacion hogares juveniles campesinos de colombia,entidad privada,colombia
634,sociedad de autores y compositores de colombia-sayco,entidad privada,colombia
637,oficina de las naciones unidas contra la droga y el delito-unodc,organismo internacional,colombia
641,asociacion de agricultores de la zona de llorente-agrollorente,gremios,colombia
642,la red de consejos comutarios del pacifico sur de narino-recompas,otros,colombia
643,ambiente organico s.a.s.,entidad privada,colombia
644,alcaldia de becerril,entidad publica del orden territorial,colombia
646,sisvita biotechnologies s.a,entidad publica del orden territorial,colombia
647,alcaldia de san jose de la montana,entidad publica del orden territorial,colombia
648,alcaldia de zipacon,entidad publica del orden territorial,colombia
649,corporacion universitaria del meta,universidades,colombia
650,alcaldia de manaure balcon del cesar,entidad publica del orden territorial,colombia
651,public intellectual property resources for agriculture-pipra,universidades,estados unidos
601,sementes farroupilha,entidad privada,brasil
655,universidad nacional toribio rodriguez de mendoza de amazonas,universidades,peru
656,independence drilling,entidad privada,colombia
657,promocion del desarrollo sostenible-ipes,organismo internacional,peru
658,gobernacion del magdalena,entidad publica del orden territorial,colombia
660,oleoducto de los llanos orientales-odl,entidad privada,colombia
661,alcaldia de curumani,entidad publica del orden territorial,colombia
662,"alcaldia de san martin, cesar",entidad publica del orden territorial,colombia
664,quality services and investors,entidad privada,colombia
666,corporacion adel zapatoza,entidad privada,colombia
668,taes texas agricultural experiment station,entidad privada,estados unidos
669,promotora de caucho del magdalena medio procaucho s.a.,entidad privada,colombia
670,organizacion panamericana de la salud ops,organismo internacional,colombia
672,abonos colombianos s.a.-abocol,entidad privada,colombia
673,universidad pontificia bolivariana,universidades,colombia
678,alcaldia de carmen de viboral,entidad publica del orden territorial,colombia
679,red interinstitucional de cambio climatico y seguridad alimentaria colombia ricclisa,organismo internacional,colombia
1117,semillas e insumos algodoneros s.a. semsa,entidad privada,colombia
4335,"ard inc, sucursal colombia",entidad privada,colombia
4338,asopacao asociacion de cultivadores de cacao aguacate y platano del departamento del tolima,entidad privada,colombia
3223,asociacion de productores de frutos del fresno asofrutos ii,gremios,colombia
4341,fondo adaptacion,entidad publica del orden nacional,colombia
1174,"asociacion de cultivadores de cacao, maderables y frutales del departamento de caqueta acamafrut",gremios,colombia
4342,bioenergy sa,entidad privada,colombia
4343,colecta ltda,entidad privada,colombia
812,federacion nacional de cultiadores de palma de aceite fedepalma,gremios,colombia
4344,maurel & prom colombia bv,entidad privada,colombia
4345,corchorillo corporacion ecologica del chorrillo,entidad privada,colombia
4347,ngec new granada energy corporation sucursal colombiana,entidad privada,colombia
4349,asociacion de ganaderos del altiplano cundiboyacense y occidente de boyaca,gremios,colombia
4350,"agronit asociacion agropecuaria de productores y comercializadores de nobsa, iza y tibosa",entidad privada,colombia
4351,cooperativa integral agroganadera de boyaca,entidad privada,colombia
4214,"centro para el desarrollo de la innovacion
wur wageningen university and research",universidades,paises bajos
4352,red de investigacion y desarrollo de platano y banano para america latina y del caribe musalac,organismo internacional,colombia
4036,gowan colombia sas,organismo internacional,mexico
4353,genetrix sl,entidad privada,colombia
4354,caracol sa,entidad privada,colombia
4355,mfpm fabricacion francaise des pneumatique michelin,entidad privada,colombia
3181,corporacion red especializada de centros de investigacion y desarrollo tecnologico del sector agropecuario de colombia cenired,otros,colombia
4357,agrocascadas sas,entidad privada,colombia
2463,alcaldia de armenia,entidad publica del orden territorial,colombia
2390,alcaldia de caucasia,entidad publica del orden territorial,colombia
4359,"university of rosctock, germany",universidades,alemania
3404,banco de desarrollo empresarial y comercio exterior de colombia bancoldex,entidad privada,colombia
723,live systems technology s.a.,entidad privada,colombia
652,corporacion campo limpio,entidad privada,colombia
653,meta petroleum corp,entidad privada,colombia
4360,sociedad de agricultores de colombia sac,entidad privada,colombia
4361,international food policy research institute ifpri,organismo internacional,estados unidos
959,confederacion cauchera colombiana ccc,gremios,colombia
4362,parque biopacifico,entidad privada,colombia
4698,institucion de educacion superior infotep magdalena,universidades,colombia
4366,centro de investigacion en caucho cenicaucho,entidad privada,colombia
775,international fund for agricultural development ifad,universidades,italia
4367,instituto de biotecnologia de la universidad nacional,universidades,colombia
3198,alcaldia de tocaima,entidad publica del orden territorial,colombia
3086,asociacion de bananeros del magdalena y la guajira - asbama,gremios,colombia
1125,universidad mariana,universidades,colombia
996,federacion de productores de platano de colombia fedeplacol,gremios,colombia
4699,agrotech bma,entidad privada,colombia
816,consorcio latinoamericano y del caribe de apoyo a la investigacion y al desarrollo de la yuca clayuca,organismo internacional,colombia
713,fundacion universitaria del area andina,universidades,colombia
344,asociacion holstein de colombia,gremios,colombia
759,instituto nacional autonomo de investigaciones agropecuarias iniap ecuador,organismo internacional,ecuador
822,asocolflores - asociacion colombiana de exportadores de flores,gremios,colombia
821,centro de innovacion de la floricultura colombiana,universidades,colombia
4090,la onic organizacion nacional indigena de colombia,otros,colombia
2671,"universidad mayor de san andres, bolivia",universidades,bolivia
686,instituto nacional de investigaciones agrarias inra francia,organismo internacional,francia
3585,fundacion crecer en paz,gremios,colombia
3957,academia china de ciencias agricolas caas,organismo internacional,china
3866,asociacion colombiana de las micropequenas y medianas empresas acopi seccional atlantico,gremios,colombia
3959,estacion de investigacion en frutales de los montes apalaches del servicio de investigacion agricola usda ars,organismo internacional,estados unidos
3960,certis usa llc,organismo internacional,estados unidos
3397,asociacion de criadores simmental simbrah,gremios,colombia
3962,instituto nacional de salud publica de hungria nphi,organismo internacional,hungria
3992,federacion nacional de departamentos fnd,entidad publica del orden nacional,colombia
2664,cbi - center for the promotion of imports from developing countries,universidades,paises bajos
2718,agencia de estados unidos para el desarrollo internacional usaid colombia,organismo internacional,colombia
3966,fundacion para el fomento y promocion de la investigacion y transferencia de tecnologia agropecuaria de costa rica fittacori,organismo internacional,costa rica
3894,caribbean exotics s.a,entidad publica del orden nacional,colombia
3875,asociacion de productores y comercializadores de material vegetal de citricos y frutales aprocomvecif,gremios,colombia
4089,fundacion comunera bertrand russell,otros,colombia
2936,universitaria agustiniana,universidades,colombia
3189,federacion colombiana de productores de mango fedemango,entidad privada,colombia
2649,departamento administrativo nacional de estadistica-dane,entidad publica del orden nacional,colombia
3954,distribuidora y comercializadora domar sas,otros,colombia
3971,tempack packaging solutions,organismo internacional,espana
3972,rda national institute of horticultural & herbal science nihhs,organismo internacional,corea del sur
2745,ocyt - observatorio colombiano de ciencia y tecnologia,universidades,colombia
2955,consejo comunitario rescate las varas,entidad privada,colombia
4368,the agribussnes group,otros,nueva zelanda
1007,fundacion apic,otros,colombia
210,universidad nacional de colombia sede manizales,universidades,colombia
4363,fundacion arthur bernardes - funarbe,organismo internacional,brasil
4119,patrimonio natural fondo para la biodiversidad y areas protegidas,otros,colombia
4701,"agi ambiental sas - asesoria, gestion e ingenieria ambiental",entidad privada,colombia
1132,asociacion colombiana de procesadores de leche asoleche,gremios,colombia
4702,asociacion para el desarrollo regional de ganaderos y productores agropecuarios,gremios,colombia
4027,fundacion universitaria juan de castellanos,universidades,colombia
725,sociedad colombiana de ciencias horticolas,otros,colombia
3161,ceitas corporacion centro de innovacion del tropico alto sostenible,universidades,colombia
719,corporacion universitaria comfacauca-unicomfacauca,universidades,colombia
3705,corporacion para investigacion aplicada al desarrollo ciad,universidades,colombia
4121,pharmacielo colombia holdings s.a.s phc col hol s.a.s,entidad privada,colombia
3979,instituto leibniz dsmz,organismo internacional,alemania
3980,pnia programa nacional de innovacion agraria,organismo internacional,peru
3881,asociacion de criadores de razas bovinas criollas y colombianas de los llanos orientales asocriollanos,entidad privada,colombia
2156,alcaldia de aguachica,entidad publica del orden territorial,colombia
4026,fundacion universitaria internacional del tropico americano,universidades,colombia
4188,tnc the nature conservancy,otros,colombia
3846,adagro asociacion de agricultores del occidente colombiano,entidad publica del orden territorial,colombia
3949,corporacion unificada nacional de educacion superior cun,universidades,colombia
4139,red valley,otros,colombia
4375,agencia presidencial de cooperacion internacional,otros,colombia
3937,consorcio corveica cobeavint corcobi,entidad privada,colombia
3955,dne direccion nacional de estupefacientes,otros,colombia
3940,corporacion autonoma regional del cesar,entidad publica del orden territorial,colombia
3988,npp natural plant protection,organismo internacional,espana
4196,universidad de queensland,universidades,australia
3990,centro nacional de investigacion e innovacion agricola naik,organismo internacional,hungria
4136,purdue university,universidades,estados unidos
4377,bioversity international,organismo internacional,italia
4122,pideka s.a.s,otros,colombia
3989,finlab finmark laboratories s.a,otros,colombia
4013,fundacion fintrac colombia,otros,colombia
3896,cavasa central mayorista de central de abastecimiento,entidad publica del orden territorial,colombia
3901,centro nautico pesquero del sena regional valle del cauca,entidad publica del orden territorial,colombia
3851,agrosmart co,otros,colombia
3847,agencia de desarrollo rural adr,otros,colombia
4007,wocat world overview of conservation approaches and technologies,organismo internacional,suiza
4091,la provincia de la paz,entidad publica del orden territorial,colombia
4010,rare,organismo internacional,reino unido
4043,green world investment,entidad privada,colombia
3895,cartama,otros,colombia
3985,genome research limited sanger,organismo internacional,reino unido
4116,parques nacionales naturales de colombia direccion territorial caribe dtca,otros,colombia
3856,ans alianza nacional por los suelos de colombia,otros,colombia
4215,yuma asociacion de productores de limon del valle del magdalena,entidad privada,colombia
962,cooperativa manos unidas-coomun,entidad privada,colombia
2752,asociacion de criadores de ganado ovino de colombia asoovinos,entidad privada,colombia
3969,empaquetados el trece s.a.s.,entidad publica del orden territorial,colombia
3571,fundacion semana,gremios,colombia
4376,fresherbs eu,entidad publica del orden territorial,colombia
4009,bid invest corporacion interamericana de inversiones,organismo internacional,mexico
3968,"escuela superior de agricultura ""luiz de queiroz"" esalq",organismo internacional,brasil
3190,corporacion de productores y exportadores de aguacate  hass de colombia corpohass,entidad privada,colombia
4703,corporacion connect bogota region,entidad privada,colombia
4704,fundacion argeninta,organismo internacional,argentina
4705,fundacion gotas de amor y fe star,otros,colombia
4706,medical extractos s.a.s,entidad privada,colombia
2686,centro de innovacion en bioeconomia y biotecnologia biointropic,universidades,colombia
4707,avocados anta s. a .s,entidad privada,colombia
4364,kolfaci,organismo internacional,corea del sur
4033,"instituto para el desarrollo de la tierra y la vida silvestre, patrimonio del instituto de investigacion agraria y pesquera ev ilvo",organismo internacional,belgica
4708,servicio nacional de aprendizaje regional cordoba sena,entidad publica del orden territorial,colombia
4709,ci colombia paradise s.a.s.,entidad privada,colombia
4060,instituto de ciencia y tecnologia alimentaria in,entidad privada,colombia
4710,natural hemp colombia s.a.s.,entidad privada,colombia
4711,vivero bioplantulas de oriente s.a.s,entidad privada,colombia
4049,gggi global green growth institute,organismo internacional,corea del sur
2550,alcaldia de el dovio,entidad publica del orden territorial,colombia
4713,cooperativa multiactiva ecomun jaime pardo leal,gremios,colombia
4714,liventus s.a.,organismo internacional,chile
4715,alcaldia de san juan de arama,entidad publica del orden territorial,colombia
3537,asociacion de citricultores de caldas,gremios,colombia
1459,consultores y operadores agroindustriales e.u-coa,entidad privada,colombia
3898,centro de estudios interdisciplinarios basicos y aplicados ceiba,entidad privada,colombia
4045,fondo ambiental de portugal,organismo internacional,portugal
4716,ministerio de relaciones exteriores de panama,organismo internacional,panama
4717,camara de comercio del magdalena medio y nordeste antioqueno,entidad publica del orden territorial,colombia
4718,dimitra colombia s.a.s.,entidad privada,colombia
4720,camara de comercio de barrancabermeja,entidad publica del orden territorial,colombia
958,comite departamental de ganaderos del caqueta,gremios,colombia
1012,fundacion estacion biologica guayacanal,otros,colombia
3389,"asobrangus - asociacion colombiana de criadores de ganado aberdeen-angus, brangus y sus cruces",gremios,colombia
4381,cooperativa multiactiva ecomun esperanza del pueblo,entidad publica del orden territorial,colombia
4722,fundacion jeronimo emiliani,otros,colombia
4723,gramalote colombia limited,entidad privada,colombia
4724,caicedo munoz s.a.s,entidad privada,colombia
4727,ministerio de agricultura y ganaderia de ecuador,organismo internacional,ecuador
4728,ministerio de relaciones exteriores y movilidad humana de ecuador,organismo internacional,ecuador
4729,asociacion de prosumidores agroecologicos agrosolidaria seccional florencia caqueta,gremios,colombia
4731,cacao hunters - cacao de colombia s.a.s,entidad privada,colombia
4732,viveros agrocate s.a.s,entidad privada,colombia
4733,asociacion de productores agroecologicos indigenas y campesinos de la sierra nevada de santa marta y serrania del perija,gremios,colombia
4734,biointelligenza - solutions biologiques intelligents,organismo internacional,canada
3853,asociacion de municipios del ariari ama,entidad publica del orden territorial,colombia
4735,oxford university,universidades,reino unido
4737,wcs colombia wildlife conservation society,entidad privada,colombia
4738,servicio nacional de aprendizaje regional tolima sena,entidad publica del orden territorial,colombia
4739,fundacion alisos,otros,colombia
2793,corporacion tecnologica catolica de occidente -tecoc -,universidades,colombia
4042,zijin continental gold limited,organismo internacional,china
4378,alcaldia de arauquita,entidad publica del orden territorial,colombia
4740,cooperativa multiactiva de produccion y comercializacion agropecuaria de arauquita,gremios,colombia
2219,alcaldia de santa barbara - narino,entidad publica del orden territorial,colombia
1592,corporacion de estudios tecnologicos del norte del valle cotecnova,universidades,colombia
3570,"federacion de productores, comercializadores y pequenos industriales de coco fedecoco",gremios,colombia
2916,"universidad autonoma de bucaramanga 
unab",universidades,colombia
4741,abc colombia somos territorio,gremios,colombia
950,comercializadora internacional frutas comerciales s.a.,entidad privada,colombia
4742,hortensias reales s.a.s,entidad privada,colombia
4743,tahami & cultiflores s.a.,entidad privada,colombia
3461,alimentos finca s.a,entidad privada,colombia
2198,alcaldia de francisco pizarro,entidad publica del orden territorial,colombia
31,gobernacion de arauca,entidad publica del orden territorial,colombia
3832,fruty green sas,universidades,colombia
4744,landgard latin america s.a.s,entidad privada,colombia
4745,disfruto ltda,entidad privada,colombia
4747,de la hacienda puertas de granada ltda,entidad privada,colombia
2899,instituto nacional de formacion tecnica profesional - humberto velasquez garcia,universidades,colombia
1955,red ecolsierra - red de productores ecologicos de la sierra nevada de santa marta,gremios,colombia
4041,universidad de piura,organismo internacional,peru
4371,asociacion departamental de usuarios campesinos,entidad privada,colombia
3020,cooperativa de lecheros de guatavita,entidad privada,colombia
2595,alcaldia de fomeque,entidad publica del orden territorial,colombia
4373,alcaldia local de chapinero,entidad publica del orden territorial,colombia
4374,camara de comercio de valledupar,entidad privada,colombia
3900,"centro de investigacion en nutricion, salud y bienestar vidarium",entidad privada,colombia
3524,alcaldia de tame,entidad publica del orden territorial,colombia
3872,asociacion de mujeres cabeza de familia y pequenos,entidad publica del orden territorial,colombia
814,asociacion nacional de comercio exterior-analdex,otros,colombia
4369,"unidad de  planificacion de tierras rurales, adecuacion de tierras y usos agropecuarios, upra",entidad publica del orden nacional,colombia
4370,fundacion aurelio llano posada,otros,colombia
4102,ministerio de educacion nacional de colombia mieducacion,entidad publica del orden nacional,colombia
3998,fondo de tecnologias de la informacion y las comunicaciones tic,entidad publica del orden nacional,colombia
3987,fideicomisos sociedad fiduciaria fiducoldex,entidad publica del orden nacional,colombia
1582,corporacion del valle -corpovalle,gremios,colombia
1025,gobernacion del cauca,entidad publica del orden territorial,colombia
4019,pur tum grupo de catedra de economia de produccion y recursos de la universidad tecnica de munich,organismo internacional,alemania
4020,inbar red internacional del bambu y el ratan,organismo internacional,china
4021,vegpro kenya ltd,organismo internacional,kenia
4023,swissaid,organismo internacional,suiza
3188,alcaldia de sogamoso,entidad publica del orden territorial,colombia
4748,secretaria de relaciones exteriores y cooperacion internacional de honduras,organismo internacional,honduras
3748,servicio nacional de sanidad agraria - peru,entidad publica del orden nacional,peru
4749,agencia peruana de cooperacion internacional,organismo internacional,peru
4774,agrocalidad,organismo internacional,ecuador
4750,asociacion comunera de ganaderos,gremios,colombia
4379,servicio nacional de aprendizaje regional santander sena,entidad publica del orden territorial,colombia
4107,alcaldia de la macarena meta,entidad publica del orden territorial,colombia
4025,demeter organizacion de agricultura helenica,organismo internacional,grecia
3941,corporacion ambiental la pedregoza,otros,colombia
4001,ptb physikalisch technische bundesanstalt,organismo internacional,alemania
4751,the national science and technology development agency,organismo internacional,tailandia
4752,forschungszentrum julich gmbh,organismo internacional,alemania
4753,rwth aachen university,universidades,alemania
4754,onions s.a.s,entidad privada,colombia
1180,amazon conservation team colombia act colombia,otros,colombia
3172,centro de investigacion en ciencias y recursos geoagroambientales,universidades,colombia
2927,universidad externado de colombia,universidades,colombia
4030,sei stockholm environment institute,organismo internacional,suecia
4138,rap region administrativa y de planificacion del pacifico,entidad publica del orden territorial,colombia
3392,asociacion colombiana de criadores de ganado jersey,gremios,colombia
216,universidad nacional de colombia sede de la paz,universidades,colombia
4040,green superfood sas,entidad privada,colombia
979,corporacion universitaria autonoma de narino aunar,universidades,colombia
3390,asociacion colombiana de criadores de bufalos asobufalos,gremios,colombia
3942,corporacion biosuroeste,entidad privada,colombia
4047,microsoft,organismo internacional,estados unidos
1013,fundacion natura,otros,colombia
4755,corporacion para el desarrollo industrial agropecuario,entidad privada,colombia
4210,visualiti s.a.s,entidad privada,colombia
2430,alcaldia de tamesis,entidad publica del orden territorial,colombia
2137,alcaldia de maria la baja,entidad publica del orden territorial,colombia
4106,alcaldia de algeciras,entidad publica del orden territorial,colombia
4050,consorcio para el desarrollo sostenible de la ecorregion andina condesan,organismo internacional,peru
3973,"enercinn fundacion parque de las energias, educacion, ciencia e innovacion para el desarrollo sostenible",entidad privada,colombia
4037,"universidad nacional de irlanda, cork university college cork",universidades,irlanda
2531,alcaldia de santa marta,entidad publica del orden territorial,colombia
509,asociacion de ganaderos facatativa,gremios,colombia
4581,universidad de salamanca,universidades,estados unidos
4087,kavitec s.a.s,entidad privada,colombia
4057,agri benchmark center,organismo internacional,alemania
4117,parquesoft narino,entidad privada,colombia
1021,gobernacion de narino,entidad publica del orden territorial,colombia
1027,gobernacion del norte de santander,entidad publica del orden territorial,colombia
3543,corporacion autonoma  regional de caldas,entidad publica del orden territorial,colombia
1877,lacteos rovirenses s.a.,entidad privada,colombia
4757,fundacion wwb colombia,otros,colombia
4758,servicio nacional de aprendizaje regional huila sena,entidad publica del orden territorial,colombia
1075,kepagro ltda,entidad privada,colombia
3848,agencia de renovacion del territorio,entidad publica del orden territorial,colombia
3418,findeter - financiera de desarrollo territorial  s.a,gremios,colombia
4085,instituto nacional de vias invias,entidad publica del orden nacional,colombia
3974,enterritorio empresa nacional promotora del desarrollo territorial,entidad publica del orden nacional,colombia
3828,corporacion parque tecnologico de innovacion del cafe y su caficultura,gremios,colombia
2262,alcaldia de puerto caicedo,entidad publica del orden territorial,colombia
4380,costa rica ministerio de planificacion nacional y politica economica mideplan,organismo internacional,costa rica
4759,plantacion amazonia elvita s.a.s,entidad privada,colombia
732,universidad de san buenaventura,universidades,colombia
4383,fuerza aerea colombiana - comando aereo de combate no 06 - cacom-6,otros,colombia
4384,fundacion solidaridad,otros,colombia
4386,agencia mexicana de cooperacion internacional para el desarrollo,organismo internacional,mexico
3523,alcaldia monterrey,entidad publica del orden territorial,colombia
4382,asociacion empresarial para el desarrollo de la orinoquia asorinoquia,entidad publica del orden territorial,colombia
2563,alcaldia de villavicencio,entidad publica del orden territorial,colombia
1360,asociacion de profesionales y tecnicos del campo colombiano-asoprotecam,gremios,colombia
1352,asociacion de profesionales para el desarrollo agrointegral del meta-asoprodamet,gremios,colombia
4761,fundacion canal del dique,otros,colombia
4385,consortia sas,otros,colombia
4762,organizacion internacional para las migraciones,organismo internacional,suiza
4006,fundacion ayuda en accion,entidad privada,colombia
4044,grupo e3 sas,entidad privada,colombia
842,asociacion para el desarrollo campesino-adc,gremios,colombia
4763,fundacion caicedo gonzalez riopaila castilla,otros,colombia
2917,universidad autonoma de manizales,universidades,colombia
4035,plant & food research,organismo internacional,nueva zelanda
3888,bioprocol bioprocesos de colombia sas,entidad privada,colombia
3860,asoagropoponte asociacion campesina para el progreso de poponte,entidad publica del orden territorial,colombia
4083,interactuar corporacion interactuar,entidad publica del orden territorial,colombia
3958,ean universidad ean,universidades,colombia
22,monomeros colombo venezolanos,entidad privada,colombia
712,fundacion universitaria de popayan,universidades,colombia
3893,calbildo indigena del resguardo kankuamo,entidad publica del orden territorial,colombia
4055,thrive agritech inc,organismo internacional,estados unidos
4088,la fundacion andi,entidad privada,colombia
2580,alcaldia de sucre sucre,entidad publica del orden territorial,colombia
4059,queen's university of belfast,universidades,irlanda
4063,"fundacion de apoyo a la investigacion, educacion y extension funep",organismo internacional,brasil
3978,faisos fundacion academia de innovacion para la sostenibilidad amazonia emprende,otros,colombia
2206,alcaldia de linares,entidad publica del orden territorial,colombia
3950,corpropaz corporacion promotores de paz,gremios,colombia
3951,cruz roja colombiana seccional meta,entidad publica del orden territorial,colombia
677,dairy solutionz,universidades,nueva zelanda
4008,empresa publica de servicios espoltech e.p,organismo internacional,ecuador
1030,gobernacion del vichada,entidad publica del orden territorial,colombia
4764,universidad nacional de colombia sede tumaco,universidades,colombia
4765,asociacion de campesinos para la explotacion agropecuaria en el departamento de magdalena,gremios,colombia
4766,partners of the americas,organismo internacional,estados unidos
4767,fundacion nasa wala,otros,colombia
4768,power leaves copr. s.a.s,entidad privada,colombia
4769,alcaldia de lebrija,entidad publica del orden territorial,colombia
4770,asociacion de municipios del meta,gremios,colombia
4605,universidad cesmag,universidades,colombia
4771,ecosecurities group limited,organismo internacional,suiza
4772,agencia italiana de cooperacion para el desarrollo,organismo internacional,italia
4773,servicio nacional de calidad y sanidad vegetal y de semillas,organismo internacional,paraguay
4694,consejo regional indigena del cauca,gremios,colombia
234,fundacion para la promocion de la investigacion y la tecnologia,universidades,colombia
4775,comite de cafeteros del cauca,gremios,colombia
4777,corporacion centro de desarrollo tecnologico creatic,entidad privada,colombia
730,universidad de la guajira,universidades,colombia
3882,la asociacion de productores de frutas y hortalizas del municipio de la ceja asofrutas,gremios,colombia
4778,asociacion agropebel,gremios,colombia
4779,corporacion neotropical innovation,entidad privada,colombia
4780,ue la union europea,organismo internacional,espana
4782,deutsche gesellschaft fur internationale zusammenarbeit gmbh giz,organismo internacional,alemania
4783,instituto valenciano de investigaciones agrarias ivia,organismo internacional,espana
2942,asocaval - asociacion de cacaoteros de valdivia - asociacion de cacaoteros de valdivia,gremios,colombia
4784,avance pasifloras corporacion de exportadores  de pasifloras de colombia,gremios,colombia
4785,caja de compensacion familiar de antioquia,entidad privada,colombia
4786,palladium colombia sas,organismo internacional,estados unidos
4787,servicio nacional de aprendizaje regional norte de santander sena,entidad publica del orden territorial,colombia
4788,sociedad antioquena de ornitologia,entidad privada,colombia
722,instituto superior de educacion rural iser,universidades,colombia
4789,amazon putumayo river s.a.s.,entidad privada,colombia
4790,asociacion de productores agropecuarios por el cambio economico del guaviare asoprocegua,gremios,colombia
4791,conexalab s.a.s,entidad privada,colombia
4792,vitalab diagnostico veterinario s.a.s.,entidad privada,colombia
4793,fundacion zijin colombia,entidad privada,colombia
4794,c.i new tropigreen s.a.s,entidad privada,colombia
4797,fundacion alpina,entidad privada,colombia
3725,universidad nacional san cristobal de huamanga,universidades,peru
4795,plan sierra inc,organismo internacional,republica dominicana
4796,"ministerio de economia, planificacion y desarrollo (mepyd) de republica dominicana",organismo internacional,republica dominicana
504,gobernacion de sucre,entidad publica del orden territorial,colombia
3850,agrojar s.a.s,otros,colombia
4084,inversiones la monona sas,otros,colombia
3873,asociacion de productores de aguacate de sonson,gremios,colombia
4115,palo negro s.a.s,otros,colombia
3578,corporacion autonoma regional del magdalena,entidad publica del orden territorial,colombia
2800,corporacion universitaria adventista - unac,universidades,colombia
84,casa toro,entidad privada,colombia
4313,secretaria de agricultura de antioquia,entidad publica del orden territorial,colombia
266,ecomajuy,entidad privada,colombia
291,asoagroalizal,gremios,colombia
303,cauchopar,entidad privada,colombia
388,cpga frutos del sumapaz,entidad publica del orden territorial,colombia
453,aguacates de colombia,entidad privada,colombia
472,asociacion de productores de frutas del huila,gremios,colombia
663,living foods,entidad privada,estados unidos
4339,asfruher asociacion de productores de frutas y hortalizas de herveo,entidad privada,colombia
4340,coinagro ltda cooperativa integral agroindustrial llano de palmas ltda,entidad privada,colombia
4358,grupo banco mundial,organismo internacional,estados unidos
217,bavaria s.a.,entidad privada,colombia
237,semillas ltda,entidad privada,colombia
